"Date","Year","Tournament","Home.Team","Away.Team","Period","Clock","Home.Team.Skaters","Away.Team.Skaters","Home.Team.Goals","Away.Team.Goals","Player.Team","Player","Event","X.Coordinate","Y.Coordinate","Detail.1","Detail.2","Detail.3","Detail.4","Player.2","X.Coordinate.2","Y.Coordinate.2"
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,367,5,5,0,0,"Olympic (Women) - Canada","Sarah Nurse","Takeaway",171,1,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,366,5,5,0,0,"Olympic (Women) - Canada","Sarah Nurse","Incomplete Play",171,1,"Indirect","","","","Natalie Spooner",193,14
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,366,5,5,0,0,"Olympic (Women) - United States","Kacey Bellamy","Takeaway",14,80,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,366,5,5,0,0,"Olympic (Women) - United States","Kacey Bellamy","Play",17,81,"Indirect","","","","Amanda Pelkey",38,84
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,362,5,5,0,0,"Olympic (Women) - United States","Amanda Pelkey","Incomplete Play",66,82,"Direct","","","","Haley Skarupa",100,65
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,362,5,5,0,0,"Olympic (Women) - Canada","Jocelyne Larocque","Puck Recovery",89,21,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,361,5,5,0,0,"Olympic (Women) - Canada","Jocelyne Larocque","Play",85,24,"Direct","","","","Brigette Lacquette",81,54
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,359,5,5,0,0,"Olympic (Women) - Canada","Brigette Lacquette","Play",95,64,"Direct","","","","Emily Clark",111,44
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,358,5,5,0,0,"Olympic (Women) - Canada","Emily Clark","Zone Entry",125,47,"Carried","","","","Lee Stecklein",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,357,5,5,0,0,"Olympic (Women) - United States","Hannah Brandt","Faceoff Win",80,65,"Backhand","","","","Emily Clark",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,355,5,5,0,0,"Olympic (Women) - United States","Hannah Brandt","Puck Recovery",72,78,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,355,5,5,0,0,"Olympic (Women) - United States","Hannah Brandt","Play",72,78,"Direct","","","","Cayla Barnes",51,82
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,353,5,5,0,0,"Olympic (Women) - United States","Cayla Barnes","Play",38,79,"Direct","","","","Kacey Bellamy",35,34
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,351,5,5,0,0,"Olympic (Women) - United States","Kacey Bellamy","Play",45,33,"Direct","","","","Hannah Brandt",51,27
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,347,5,5,0,0,"Olympic (Women) - United States","Hannah Brandt","Zone Entry",125,26,"Carried","","","","Meaghan Mikkelson",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,347,5,5,0,0,"Olympic (Women) - United States","Hannah Brandt","Play",129,29,"Direct","","","","Amanda Kessel",143,53
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,345,5,5,0,0,"Olympic (Women) - United States","Amanda Kessel","Shot",157,56,"Wristshot","On Net","t","f","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,342,5,5,0,0,"Olympic (Women) - Canada","Laura Stacey","Puck Recovery",29,82,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,341,5,5,0,0,"Olympic (Women) - Canada","Laura Stacey","Play",55,83,"Direct","","","","Sarah Nurse",90,69
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,338,5,5,0,0,"Olympic (Women) - Canada","Sarah Nurse","Play",107,54,"Direct","","","","Emily Clark",117,54
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,337,5,5,0,0,"Olympic (Women) - Canada","Emily Clark","Zone Entry",125,53,"Carried","","","","Kacey Bellamy",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,336,5,5,0,0,"Olympic (Women) - United States","Dani Cameranesi","Puck Recovery",50,29,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,334,5,5,0,0,"Olympic (Women) - United States","Dani Cameranesi","Incomplete Play",52,3,"Direct","","","","Amanda Kessel",95,8
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,329,5,5,0,0,"Olympic (Women) - Canada","Rebecca Johnston","Puck Recovery",0,56,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,326,5,5,0,0,"Olympic (Women) - United States","Dani Cameranesi","Takeaway",188,8,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,325,5,5,0,0,"Olympic (Women) - United States","Dani Cameranesi","Incomplete Play",188,8,"Indirect","","","","Hannah Brandt",199,44
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,323,5,5,0,0,"Olympic (Women) - Canada","Brigette Lacquette","Puck Recovery",2,39,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,321,5,5,0,0,"Olympic (Women) - Canada","Brigette Lacquette","Play",20,19,"Direct","","","","Laura Stacey",61,17
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,320,5,5,0,0,"Olympic (Women) - Canada","Laura Stacey","Dump In/Out",61,17,"Retained","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,317,5,5,0,0,"Olympic (Women) - Canada","Rebecca Johnston","Puck Recovery",140,3,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,315,5,5,0,0,"Olympic (Women) - United States","Kali Flanagan","Takeaway",3,64,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,314,5,5,0,0,"Olympic (Women) - United States","Kali Flanagan","Incomplete Play",3,58,"Indirect","","","","Amanda Kessel",32,84
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,310,5,5,0,0,"Olympic (Women) - United States","Kali Flanagan","Puck Recovery",6,72,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,310,5,5,0,0,"Olympic (Women) - United States","Kali Flanagan","Play",6,72,"Indirect","","","","Jocelyne Lamoureux",28,3
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,307,5,5,0,0,"Olympic (Women) - United States","Jocelyne Lamoureux","Play",28,3,"Direct","","","","Lee Stecklein",4,18
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,305,5,5,0,0,"Olympic (Women) - United States","Lee Stecklein","Incomplete Play",4,18,"Direct","","","","Kali Flanagan",4,44
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,302,5,5,0,0,"Olympic (Women) - Canada","Jillian Saulnier","Puck Recovery",187,13,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,302,5,5,0,0,"Olympic (Women) - Canada","Jillian Saulnier","Incomplete Play",187,13,"Direct","","","","Rebecca Johnston",163,29
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,297,5,5,0,0,"Olympic (Women) - Canada","Brianne Jenner","Puck Recovery",135,82,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,297,5,5,0,0,"Olympic (Women) - Canada","Brianne Jenner","Puck Recovery",121,81,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,296,5,5,0,0,"Olympic (Women) - Canada","Brianne Jenner","Play",103,76,"Direct","","","","Jocelyne Larocque",70,43
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,292,5,5,0,0,"Olympic (Women) - Canada","Jocelyne Larocque","Dump In/Out",100,3,"Lost","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,292,5,5,0,0,"Olympic (Women) - Canada","Jocelyne Larocque","Zone Entry",100,3,"Dumped","","","","Kali Flanagan",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,290,5,5,0,0,"Olympic (Women) - United States","Maddie Rooney","Puck Recovery",3,44,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,288,5,5,0,0,"Olympic (Women) - United States","Maddie Rooney","Play",3,44,"Direct","","","","Lee Stecklein",14,8
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,286,5,5,0,0,"Olympic (Women) - United States","Lee Stecklein","Incomplete Play",16,7,"Direct","","","","Jocelyne Lamoureux",64,4
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,286,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Takeaway",157,82,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,284,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Shot",159,80,"Slapshot","On Net","f","f","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,282,5,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Faceoff Win",169,64,"Backhand","","","","Kelly Pannek",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,282,5,5,0,0,"Olympic (Women) - Canada","Melodie Daoust","Puck Recovery",168,53,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,282,5,5,0,0,"Olympic (Women) - Canada","Melodie Daoust","Play",168,53,"Direct","","","","Meghan Agosta",158,75
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,279,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Shot",140,46,"Wristshot","Missed","t","f","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,276,5,5,0,0,"Olympic (Women) - United States","Jocelyne Lamoureux","Puck Recovery",37,71,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,273,5,5,0,0,"Olympic (Women) - United States","Jocelyne Lamoureux","Incomplete Play",88,84,"Indirect","","","","Megan Keller",82,84
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,273,5,5,0,0,"Olympic (Women) - Canada","Laura Fortino","Puck Recovery",118,1,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,272,5,5,0,0,"Olympic (Women) - Canada","Laura Fortino","Play",90,9,"Indirect","","","","Renata Fast",66,82
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,268,5,5,0,0,"Olympic (Women) - Canada","Renata Fast","Play",55,81,"Direct","","","","Laura Fortino",71,82
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,265,5,5,0,0,"Olympic (Women) - Canada","Laura Fortino","Play",32,66,"Direct","","","","Meghan Agosta",56,3
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,263,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Play",58,1,"Direct","","","","Marie-Philip Poulin",121,50
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,261,5,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Zone Entry",124,54,"Carried","","","","Megan Keller",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,259,5,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Shot",142,64,"Wristshot","On Net","t","f","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,256,5,5,0,0,"Olympic (Women) - Canada","Blayre Turnbull","Faceoff Win",169,64,"Backhand","","","","Brianna Decker",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,254,5,5,0,0,"Olympic (Women) - Canada","Natalie Spooner","Puck Recovery",180,79,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,251,5,5,0,0,"Olympic (Women) - Canada","Natalie Spooner","Incomplete Play",192,57,"Direct","","","","Jennifer Wakefield",183,38
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,248,5,5,0,0,"Olympic (Women) - Canada","Laura Fortino","Puck Recovery",141,3,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,248,5,5,0,0,"Olympic (Women) - Canada","Laura Fortino","Play",143,1,"Indirect","","","","Jennifer Wakefield",198,34
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,245,5,5,0,0,"Olympic (Women) - United States","Brianna Decker","Takeaway",16,48,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,244,5,5,0,0,"Olympic (Women) - United States","Brianna Decker","Play",20,66,"Direct","","","","Hilary Knight",39,76
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,242,5,5,0,0,"Olympic (Women) - United States","Hilary Knight","Incomplete Play",58,82,"Direct","","","","Kendall Coyne Schofield",85,41
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,240,5,5,0,0,"Olympic (Women) - Canada","Jennifer Wakefield","Puck Recovery",139,26,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,239,5,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Faceoff Win",120,20,"Backhand","","","","Brianna Decker",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,238,5,5,0,0,"Olympic (Women) - Canada","Lauriane Rougeau","Puck Recovery",96,14,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,237,5,5,0,0,"Olympic (Women) - Canada","Lauriane Rougeau","Play",92,20,"Direct","","","","Meaghan Mikkelson",89,49
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,235,5,5,0,0,"Olympic (Women) - Canada","Meaghan Mikkelson","Dump In/Out",108,67,"Lost","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,235,5,5,0,0,"Olympic (Women) - Canada","Meaghan Mikkelson","Zone Entry",108,67,"Dumped","","","","Megan Keller",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,234,5,5,0,0,"Olympic (Women) - United States","Maddie Rooney","Puck Recovery",4,42,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,233,5,5,0,0,"Olympic (Women) - United States","Maddie Rooney","Play",4,42,"Direct","","","","Emily Pfalzer",9,68
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,231,5,5,0,0,"Olympic (Women) - United States","Emily Pfalzer","Play",11,72,"Indirect","","","","Megan Keller",2,39
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,226,5,5,0,0,"Olympic (Women) - United States","Megan Keller","Incomplete Play",31,19,"Direct","","","","Hilary Knight",115,14
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,223,5,5,0,0,"Olympic (Women) - Canada","Haley Irwin","Puck Recovery",1,51,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,223,5,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Faceoff Win",169,64,"Backhand","","","","Brianna Decker",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,222,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Puck Recovery",151,68,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,222,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Shot",144,57,"Wristshot","Missed","t","f","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,218,5,5,0,0,"Olympic (Women) - United States","Hilary Knight","Puck Recovery",6,72,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,216,5,5,0,0,"Olympic (Women) - United States","Hilary Knight","Play",55,80,"Direct","","","","Kendall Coyne Schofield",81,47
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,215,5,5,0,0,"Olympic (Women) - United States","Kendall Coyne Schofield","Play",93,47,"Indirect","","","","Brianna Decker",163,75
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,214,5,5,0,0,"Olympic (Women) - United States","Kendall Coyne Schofield","Zone Entry",125,84,"Played","","","","Jocelyne Larocque",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,211,5,5,0,0,"Olympic (Women) - United States","Brianna Decker","Incomplete Play",188,65,"Direct","","","","Hilary Knight",181,49
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,209,5,5,0,0,"Olympic (Women) - United States","Megan Keller","Puck Recovery",157,45,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,209,5,5,0,0,"Olympic (Women) - United States","Megan Keller","Shot",157,45,"Slapshot","Blocked","t","f","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,208,5,5,0,0,"Olympic (Women) - Canada","Jocelyne Larocque","Puck Recovery",10,33,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,208,5,5,0,0,"Olympic (Women) - Canada","Jocelyne Larocque","Play",10,33,"Indirect","","","","Meghan Agosta",40,1
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,205,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Play",52,1,"Direct","","","","Marie-Philip Poulin",73,14
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,202,5,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Play",111,13,"Direct","","","","Meghan Agosta",125,4
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,202,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Zone Entry",125,4,"Carried","","","","Emily Pfalzer",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,198,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Play",191,56,"Direct","","","","Brigette Lacquette",162,64
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,197,5,5,0,0,"Olympic (Women) - Canada","Brigette Lacquette","Shot",162,64,"Snapshot","Blocked","t","t","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,196,5,5,0,0,"Olympic (Women) - Canada","Brigette Lacquette","Puck Recovery",175,43,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,195,5,5,0,0,"Olympic (Women) - United States","Hannah Brandt","Faceoff Win",80,65,"Backhand","","","","Brianne Jenner",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,193,5,5,0,0,"Olympic (Women) - United States","Cayla Barnes","Puck Recovery",60,66,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,193,5,5,0,0,"Olympic (Women) - United States","Cayla Barnes","Play",59,63,"Direct","","","","Kacey Bellamy",57,26
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,191,5,5,0,0,"Olympic (Women) - United States","Kacey Bellamy","Incomplete Play",65,12,"Direct","","","","Dani Cameranesi",90,27
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,189,5,5,0,0,"Olympic (Women) - Canada","Meaghan Mikkelson","Puck Recovery",61,64,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,189,5,5,0,0,"Olympic (Women) - Canada","Meaghan Mikkelson","Play",61,64,"Direct","","","","Lauriane Rougeau",55,32
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,186,5,5,0,0,"Olympic (Women) - Canada","Lauriane Rougeau","Play",43,5,"Direct","","","","Meaghan Mikkelson",23,38
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,184,5,5,0,0,"Olympic (Women) - Canada","Meaghan Mikkelson","Play",30,47,"Indirect","","","","Jillian Saulnier",121,74
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,182,5,5,0,0,"Olympic (Women) - Canada","Jillian Saulnier","Dump In/Out",121,74,"Lost","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,182,5,5,0,0,"Olympic (Women) - Canada","Jillian Saulnier","Zone Entry",121,74,"Dumped","","","","Kacey Bellamy",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,180,5,5,0,0,"Olympic (Women) - United States","Kacey Bellamy","Puck Recovery",16,9,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,180,5,5,0,0,"Olympic (Women) - United States","Kacey Bellamy","Play",16,9,"Indirect","","","","Cayla Barnes",6,62
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,177,5,5,0,0,"Olympic (Women) - United States","Cayla Barnes","Play",12,72,"Indirect","","","","Amanda Kessel",47,84
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,176,5,5,0,0,"Olympic (Women) - United States","Amanda Kessel","Dump In/Out",47,84,"Lost","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,174,5,5,0,0,"Olympic (Women) - Canada","Brianne Jenner","Puck Recovery",118,2,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,174,5,5,0,0,"Olympic (Women) - Canada","Brianne Jenner","Incomplete Play",118,2,"Direct","","","","Meaghan Mikkelson",77,32
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,169,5,5,0,0,"Olympic (Women) - United States","Dani Cameranesi","Puck Recovery",199,28,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,169,5,5,0,0,"Olympic (Women) - United States","Dani Cameranesi","Incomplete Play",199,28,"Indirect","","","","Amanda Kessel",199,57
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,165,5,5,0,0,"Olympic (Women) - Canada","Lauriane Rougeau","Puck Recovery",46,1,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,165,5,5,0,0,"Olympic (Women) - Canada","Lauriane Rougeau","Incomplete Play",46,1,"Direct","","","","Jillian Saulnier",88,6
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,160,5,5,0,0,"Olympic (Women) - United States","Lee Stecklein","Puck Recovery",2,57,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,155,5,5,0,0,"Olympic (Women) - United States","Lee Stecklein","Play",36,29,"Direct","","","","Sidney Morin",49,78
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,154,5,5,0,0,"Olympic (Women) - United States","Sidney Morin","Play",57,76,"Direct","","","","Meghan Duggan",85,56
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,150,5,5,0,0,"Olympic (Women) - United States","Meghan Duggan","Zone Entry",125,38,"Carried","","","","Renata Fast",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,150,5,5,0,0,"Olympic (Women) - United States","Gigi Marvin","Faceoff Win",120,21,"Backhand","","","","Marie-Philip Poulin",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,149,5,5,0,0,"Olympic (Women) - United States","Emily Pfalzer","Puck Recovery",97,39,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,148,5,5,0,0,"Olympic (Women) - United States","Emily Pfalzer","Play",91,37,"Direct","","","","Megan Keller",75,15
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,145,5,5,0,0,"Olympic (Women) - United States","Megan Keller","Play",38,23,"Direct","","","","Emily Pfalzer",52,71
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,141,5,5,0,0,"Olympic (Women) - United States","Emily Pfalzer","Dump In/Out",102,80,"Retained","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,141,5,5,0,0,"Olympic (Women) - United States","Emily Pfalzer","Zone Entry",102,80,"Dumped","","","","Laura Fortino",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,137,5,5,0,0,"Olympic (Women) - United States","Amanda Pelkey","Puck Recovery",195,50,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,135,5,5,0,0,"Olympic (Women) - United States","Amanda Pelkey","Incomplete Play",190,33,"Direct","","","","Emily Pfalzer",138,62
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,134,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Puck Recovery",26,41,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,134,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Play",26,54,"Direct","","","","Melodie Daoust",44,62
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,131,5,5,0,0,"Olympic (Women) - Canada","Melodie Daoust","Play",95,39,"Direct","","","","Meghan Agosta",111,71
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,129,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Zone Entry",124,78,"Carried","","","","Megan Keller",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,128,5,5,0,0,"Olympic (Women) - Canada","Meghan Agosta","Play",154,79,"Direct","","","","Marie-Philip Poulin",164,33
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,127,5,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Shot",164,33,"Snapshot","Missed","f","t","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,125,5,5,0,0,"Olympic (Women) - Canada","Marie-Philip Poulin","Puck Recovery",197,42,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,122,5,5,0,0,"Olympic (Women) - United States","Emily Pfalzer","Puck Recovery",2,41,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,119,5,5,0,0,"Olympic (Women) - United States","Emily Pfalzer","Play",1,52,"Indirect","","","","Megan Keller",3,35
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,117,5,5,0,0,"Olympic (Women) - United States","Megan Keller","Play",15,16,"Direct","","","","Amanda Pelkey",51,10
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,114,5,5,0,0,"Olympic (Women) - United States","Amanda Pelkey","Incomplete Play",78,18,"Direct","","","","Jocelyne Lamoureux",103,42
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,113,5,5,0,0,"Olympic (Women) - Canada","Emily Clark","Puck Recovery",82,53,"","","","","",NA,NA
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,112,5,5,0,0,"Olympic (Women) - Canada","Emily Clark","Play",77,64,"Direct","","","","Sarah Nurse",114,79
2018-02-14,2018,"Olympics 2018","Women - United States","Women - Canada",1,110,5,5,0,0,"Olympic (Women) - Canada","Sarah Nurse","Zone Entry",124,79,"Carried","","","","Megan Keller",NA,NA
